city,lat,lon,temp,humidity,wind,cloudiness,country
Namatanai,-3.67,152.43,83.82,70,4.18,29,PG
Sinnamary,5.38,-52.95,79.97,86,13.24,5,GF
Kosonsoy,41.26,71.55,78.8,44,4.7,0,UZ
Blackfoot,43.19,-112.34,73.99,56,8.01,96,US
Estelle,29.85,-90.11,78.8,100,12.75,75,US
Vila do Maio,15.13,-23.22,80.6,78,8.05,75,CV
Port Moresby,-9.44,147.18,77.0,100,17.22,90,PG
Puerto Limón,10.0,-83.03,84.2,74,6.93,75,CR
Natchitoches,31.77,-93.13,82.4,83,5.82,90,US
Faya,18.39,42.45,64.4,93,6.93,20,SA
Bergen,60.39,5.33,57.2,71,12.75,75,NO
Poronaysk,49.22,143.12,59.88,88,2.48,79,RU
Constitución,-35.33,-72.42,47.32,72,5.53,6,CL
Auki,-8.77,160.7,86.59,63,1.92,87,SB
Necochea,-38.55,-58.74,39.99,95,1.99,40,AR
Ixtapa,20.7,-105.2,88.0,66,10.29,75,MX
Merrill,45.18,-89.68,75.99,57,6.93,75,US
La Tuque,47.43,-72.78,74.71,65,5.84,42,CA
Progreso,21.28,-89.67,87.01,70,9.17,75,MX
San Quintín,30.48,-115.95,72.88,66,16.4,5,MX
Camacha,33.08,-16.33,71.6,78,11.41,75,PT
Viloco,-16.95,-67.55,43.14,85,4.34,15,BO
Mlowo,-9.0,32.98,52.47,89,6.06,32,TZ
Salt,32.04,35.73,82.4,42,4.7,0,JO
Jiutai,44.15,125.83,73.4,83,4.47,40,CN
Kuching,1.55,110.33,75.2,94,1.12,20,MY
Belaya Gora,68.53,146.42,45.84,76,11.63,100,RU
Belyy Yar,53.6,91.39,53.6,93,1.83,5,RU
Mookane,-23.69,26.66,47.46,81,5.82,0,BW
Bilma,18.69,12.92,92.3,29,9.75,52,NE
Panabá,21.28,-88.27,88.99,61,11.77,5,MX
Christchurch,-43.53,172.63,51.01,100,5.82,100,NZ
Isangel,-19.55,169.27,78.8,61,12.75,43,VU
Hervey Bay,-25.3,152.85,59.0,68,5.99,0,AU
Cidreira,-30.18,-50.21,49.33,73,12.28,100,BR
Kiama,-34.68,150.87,60.01,71,1.99,61,AU
Zhoucheng,35.91,116.31,80.01,42,5.93,48,CN
Xai-Xai,-25.05,33.64,57.52,80,6.76,0,MZ
Itarema,-2.92,-39.92,78.44,76,13.85,0,BR
La Santisima Trinidad,-14.83,-64.9,84.2,62,9.17,20,BO
Kaeo,-35.1,173.78,60.01,16,11.99,99,NZ
Paka,4.64,103.44,75.2,94,6.44,99,MY
São Félix do Xingu,-6.64,-51.99,73.85,41,0.69,0,BR
Mehamn,71.04,27.85,53.6,93,1.12,37,NO
Qasigiannguit,68.82,-51.19,46.4,70,6.93,49,GL
Atasū,48.68,71.64,59.31,79,9.91,0,KZ
Dicabisagan,17.08,122.42,80.87,80,6.35,99,PH
Östersund,63.18,14.64,53.6,93,14.99,100,SE
Makat,47.65,53.35,73.99,34,8.93,10,KZ
Buluang,13.31,123.34,77.72,89,2.98,100,PH
Tual,-5.67,132.75,78.49,81,25.34,93,ID
Praia da Vitória,38.73,-27.07,77.0,78,8.95,20,PT
Yārāda,17.65,83.27,80.6,94,7.36,90,IN
Bursa,40.17,29.08,62.6,82,4.7,0,TR
Sayyan,15.17,44.32,60.42,79,3.53,3,YE
Lorengau,-2.02,147.27,84.7,69,8.08,22,PG
Idah,7.11,6.73,72.48,96,3.67,100,NG
Dehlorān,32.69,47.27,98.65,25,4.07,1,IR
Viedma,-40.81,-63.0,37.0,77,6.15,0,AR
Karratha,-20.74,116.85,64.81,30,11.59,0,AU
Coahuayana Viejo,18.73,-103.68,80.6,78,11.41,75,MX
Reading,51.46,-0.97,53.01,75,7.7,6,GB
Chadiza,-14.07,32.44,53.67,98,5.5,49,ZM
Mayo,38.89,-76.51,90.0,52,6.93,40,US
Qujing,25.48,103.78,57.76,91,2.28,58,CN
Sovetskiy,61.36,63.58,46.99,74,2.53,56,RU
Tinskoy,56.15,96.92,57.63,78,4.09,100,RU
Karoi,-16.81,29.69,50.29,91,4.18,4,ZW
Kunming,25.04,102.72,66.0,93,2.24,100,CN
Lompoc,34.64,-120.46,71.01,64,17.22,5,US
Makakilo City,21.35,-158.09,87.8,48,12.75,75,US
Linden,6.0,-58.3,82.4,83,2.24,40,GY
Chiredzi,-21.05,31.67,56.61,69,0.74,31,ZW
Molina,-35.12,-71.28,48.2,57,6.93,0,CL
Altay,47.87,88.12,57.87,50,4.92,15,CN
Calamar,10.25,-74.91,86.0,79,6.93,40,CO
Rājula,21.05,71.43,81.91,83,9.48,100,IN
Guangming,45.33,122.78,74.8,75,9.22,82,CN
Severomuysk,56.15,113.43,53.71,93,1.86,100,RU
Prince Rupert,54.32,-130.32,60.8,82,8.05,1,CA
Deputatsky,69.3,139.9,43.03,68,10.96,83,RU
Brownfield,33.18,-102.27,96.01,29,1.99,66,US
Ketchikan,55.34,-131.65,66.2,52,14.99,20,US
Suozhen,36.95,118.1,79.5,72,3.4,15,CN
Lata,40.16,-8.33,64.0,94,1.41,0,PT
